158334;992244;574589;133248;160.01;161724;118944;130239;990418;150.05;371929;106645;168718;124821;178589;0.390776;165957;171316;131023;762739;152703;330759;131608;748073;153585;674043;Ataque01
138088;999926;693295;132101;135095;874712;132677;145049;96512;150575;137682;112579;169327;120821;179206;14799;166046;176031;130904;761986;152897;331354;134646;787998;146554;495183;Ataque01
139758;0;694385;531452;134528;263245;131108;147805;874084;154526;132543;123907;169944;116624;178559;202496;166035;173717;130777;761506;153073;145239;142996;767957;140208;491033;Ataque01
142.57;0;648426;530471;160139;163227;117059;135016;990351;147181;375977;106218;169415;120076;179629;250896;168656;173903;128049;787113;153.24;14393;126729;715232;161748;531306;Ataque01
138461;571603;80.6;179716;177465;107217;961479;132256;889826;156277;555139;116.3;125651;152344;135865;484897;170552;171722;132839;805574;146603;216194;136826;815497;141624;630648;Ataque01
136995;0;78.48;551362;161529;177842;110.43;143528;678587;161346;350804;144233;145071;830387;134602;229571;172524;167.6;118352;804759;161172;118584;119011;753926;165596;565932;Ataque01
137968;100312;767274;132144;159896;89403;107918;146374;916175;156425;370103;113946;126631;135644;136582;148678;170878;169265;118018;809189;161063;11828;124692;771125;158196;712009;Ataque01
136734;982302;790594;136529;179898;0.41912;879677;151893;763963;147688;514518;128231;172511;952485;178966;0.817321;174797;168182;123841;826825;153477;217021;115866;719771;172157;667164;Ataque01
136606;987963;815178;138385;177482;862937;857595;153283;649016;147662;516279;139519;172349;96882;178906;0.803984;172.57;168158;133021;804274;146552;217037;118737;720016;169261;485429;Ataque01
127079;989546;89947;135804;179954;0.097054;880417;151939;757758;151.9;513763;128767;173.25;889024;178241;0.246627;174802;167638;111743;827672;165.49;21664;116289;713948;172316;750852;Ataque01
136778;987999;814372;138.37;166501;235574;791206;146135;77556;157506;626066;128536;130273;976485;136952;0.962289;170894;169907;175004;754533;109542;208252;128759;619421;169299;429981;Ataque01
151994;103846;752267;133811;177.06;287143;916631;136818;809494;148279;52.08;127989;130535;921799;137225;0.419627;173088;172239;166489;774543;116057;507848;126688;713549;161957;541419;Ataque01
159988;112567;646629;122664;168847;116934;791154;141878;904949;152602;643635;115096;128333;714407;136667;609358;170536;174366;176778;803783;102844;21638;124518;727705;162711;721613;Ataque01
164.55;105399;577418;127491;177.53;163658;882206;150093;947434;152054;547174;106447;126182;813996;136147;692481;170541;174368;133024;805465;146429;217131;128606;769932;154.4;682853;Ataque01
160113;105.21;62274;127.73;178073;209678;978815;130327;101033;147232;552525;101853;124625;99382;134648;828305;170617;176.7;132955;807278;146317;216895;121.65;801555;158195;454002;Ataque01
152787;989458;643776;135746;168906;117533;870787;133405;921967;145489;642387;115102;125453;842568;133696;673534;170978;176565;174982;756389;109379;554019;121782;847146;153503;63256;Ataque01
156056;982319;621135;138658;166408;306332;875462;133.03;813057;149821;647812;125747;125059;845369;133525;694608;170968;178918;174.92;806216;104458;576774;128471;878699;143659;577597;Ataque01
152858;980564;66626;138884;166345;203693;850251;135533;959755;149671;647537;108532;126.05;977247;134474;848936;174684;176705;428822;428822;0.0853774;0;128681;770223;154297;681274;Ataque01
138953;983419;807142;139197;151782;287397;663026;141616;809018;163038;791429;126201;836798;118504;920535;116267;174681;166131;429032;429032;0;0;167187;666013;126212;696287;Ataque01
160538;989677;66.63;138589;151.73;104853;662779;140878;86012;153873;794154;118.37;127261;791543;135844;661287;173357;169847;163663;723114;124026;452456;120336;681333;171.53;697822;Ataque01
160508;98887;666146;138594;159967;266284;763204;138456;854805;163581;710406;126.33;175232;968663;174336;516655;175433;174232;170543;723107;117146;453001;110.72;704946;178785;341938;Ataque01
160547;992286;665991;138283;159779;135476;762191;138372;937075;161022;714259;115248;127701;708383;136261;578725;173054;169796;166435;77.43;116135;506819;112925;648644;177.79;547303;Ataque01
160539;993231;666151;138227;159456;137495;759397;137912;938603;158398;716827;115112;127.48;761065;135992;631635;173.31;169825;163614;723792;124006;452953;112881;683285;178791;906027;Ataque01
160537;990281;666322;138536;159425;137302;759695;138863;937721;158402;714747;115.37;837427;118315;899636;117866;168935;165461;168517;755331;115.95;50802;115203;661071;178689;341558;Ataque01
137681;997761;785018;135505;162059;828323;661064;159305;860342;157789;730728;116585;167279;992338;179.66;843946;177375;170399;164217;791265;116656;501271;111664;68378;179958;699245;Ataque01
144697;102002;772094;137905;156941;154768;718805;146035;904026;156929;700541;117528;114795;785796;123583;652663;177295;171899;164184;791133;116702;501275;120642;67307;172051;708473;Ataque01
151524;911244;71732;151392;154105;723301;803062;132769;795432;151.14;686539;130008;129164;812588;134328;694911;175306;178489;164126;792125;116662;501071;131598;875714;140831;576371;Ataque01
151374;98884;717964;143189;154345;666316;759427;137789;771762;151627;68377;130615;170437;81198;175654;694479;173286;176325;166183;771887;116629;50.14;126819;84875;148306;399743;Ataque01
144652;99299;797777;142749;154453;185256;760198;137839;528644;152511;698453;154227;127879;786963;136731;654076;177.44;176225;164062;791255;116813;500309;126937;847851;148278;579215;Ataque01
144617;977393;818292;146715;159036;169269;828119;137648;542501;159127;619412;155.95;139.2;687684;144586;59108;173585;174045;163251;713593;125.39;440806;131142;797018;149157;629945;Ataque01
144.75;955875;817586;148908;140143;18126;636009;137864;66768;151655;807914;140878;171425;770166;176808;651706;173613;179016;163.22;713756;125405;440357;116464;82507;161029;447946;Ataque01
128063;994049;966482;143237;141874;345969;614901;143331;668432;151464;809312;140655;170309;814664;177756;695683;177658;178.47;161265;734193;125316;441071;131722;875153;140763;655003;Ataque01
152.56;995654;795411;143062;141944;351058;634786;138047;667506;151367;824652;139101;127376;790807;136439;65585;177682;178131;161228;732867;125485;439847;138015;871637;134821;574845;Ataque01
152515;990127;795614;143561;142.04;366572;635741;137936;667886;151497;808349;140791;172298;690329;179792;59288;179777;176316;152959;752933;131748;439947;131677;818677;146456;62977;Ataque01
152625;99212;794702;143439;141806;765319;673774;130557;799229;151437;809035;129637;135688;511337;142997;435854;179678;174634;152982;753447;131673;440553;124434;771583;158408;679905;Ataque01
128026;99859;965696;142743;141958;739457;653524;132679;798221;151572;810019;129646;173.72;937347;179237;860278;175694;176635;155.02;733238;131657;441081;135292;792653;145442;323975;Ataque01
139058;996876;856243;142.51;153659;369127;755151;134515;666338;151528;691929;140839;171668;948488;179168;829446;177595;179373;161277;744203;124302;411787;135446;953366;129217;520084;Ataque01
160689;996799;714752;142514;142005;352892;676297;130575;686855;154835;80872;140652;171175;94846;178692;828996;177605;179369;161224;733063;125.47;440018;135372;952664;129362;520704;Ataque01
160633;993828;715254;142761;142112;376183;654777;132775;66634;151633;806069;141043;174227;938628;179575;841506;173413;179157;166027;775649;116408;506211;122002;846125;153385;628882;Ataque01
160537;995749;715346;142555;142112;181581;634335;135034;548992;154236;806552;155391;173725;938416;178827;862409;177542;176608;164007;796455;116347;506234;129567;899679;140465;572071;Ataque01
152478;995075;771341;140528;148599;160504;714949;130474;909507;153394;784427;116908;170562;964263;177.57;829998;175517;171.18;164116;793187;116565;501802;123696;672292;169074;520828;Ataque01
152439;996181;747946;137883;159346;138856;737671;143506;939823;164985;716863;115082;116883;975582;127386;845888;177427;167676;164169;792039;116627;545765;116738;693427;173.92;884159;Ataque01
160.5;992494;667207;138248;159473;137154;758221;138091;93843;158402;715645;115247;114323;979415;124818;849403;177448;170028;164116;797882;116096;507265;114705;71516;173779;483682;Ataque01
152438;0;748001;57944;159851;26122;741704;140.46;809207;156528;712707;126267;118402;974108;128925;844562;177453;169895;164107;796925;116201;506385;116684;716728;171643;480432;Ataque01
152568;994323;771306;140437;149236;503909;659696;140465;82815;159753;778006;127924;120.17;95844;129063;866646;177624;170258;161408;744664;124125;411853;139081;777745;143145;444159;Ataque01
152.59;995405;770131;140.32;163597;626319;805596;139889;695107;160227;634463;139.22;125882;533053;132687;420021;173259;174582;166267;776992;116034;507709;122229;757658;162005;489445;Ataque01
152548;0;746157;579833;159907;133869;76343;138353;936393;158489;713629;115343;170392;727642;178988;595302;173236;168419;166304;776692;116027;508021;116005;702688;173726;481757;Ataque01
160413;0;643963;556968;179263;180421;928435;143422;695971;163.65;542089;143096;161916;107254;151929;601621;173223;174991;166.3;775614;116138;507207;120155;743776;165467;481091;Ataque01
160406;994542;644185;135782;179044;262997;93022;141097;592635;164104;539344;151409;153712;339279;143715;485279;173204;172861;166327;774762;116197;507213;120103;745706;165326;473171;Ataque01
160434;0;666993;580095;151695;138868;661457;140426;941049;161242;793445;115074;83634;556733;920029;44955;175323;167168;164155;79904;115941;508276;127085;709441;161971;488345;Ataque01
152492;999142;797017;142687;141709;25699;695346;128249;100123;157829;811469;111445;169.55;950141;176982;828823;179683;178.93;161953;806131;117434;492676;129633;907072;139.66;568586;Ataque01
152385;995149;770249;140347;157123;134179;740193;143878;644114;162467;700461;146248;175268;0.884847;177.77;122418;175711;175011;168372;733551;118273;441751;126187;724687;161345;705509;Ataque01
135143;0;921698;581107;166318;206984;788646;142123;822351;158688;629383;128674;175045;19682;178176;106535;175698;172553;161374;733653;125.26;441775;126513;714757;162011;712016;Ataque01
135.11;0;943462;602969;149031;478503;638285;145295;826608;165099;78264;127.92;173466;528758;179476;435872;175573;172.53;164137;792401;116623;501467;126712;758477;157.44;48995;Ataque01
152637;989932;794492;143545;153832;708067;754278;134427;794387;153372;688621;130226;135635;515078;142827;419487;177188;167623;164391;794814;116128;506798;125124;694137;165462;244764;Ataque01
152784;994272;793125;142622;153835;722858;754375;134446;795554;153339;688589;130078;129322;940405;136569;842901;177445;161202;164311;797311;115958;508049;123052;633996;173549;484394;Ataque01
152769;994491;79272;142.65;153715;371391;753265;134436;665907;160299;690934;140906;171944;947679;179386;850114;177525;166973;164088;798238;116088;507396;125967;725003;161532;626655;Ataque01
152.28;0;770572;603654;149131;13359;659936;140307;670866;163742;780984;146.13;173753;436269;179171;343865;175727;176767;155013;733146;131673;440993;125291;796654;155044;321649;Ataque01
135195;100261;895738;134937;162075;452376;110137;140499;403929;164323;353671;171945;174155;766882;177364;287928;175574;172412;164049;790652;116886;500934;121936;673615;170702;571182;Ataque01
135236;0;919723;581357;166389;158506;789758;146086;648636;159224;628734;146589;179105;805023;174048;0.931491;175588;172379;164129;793332;116538;502711;121878;714746;166648;709847;Ataque01
135342;0;967206;630731;141609;806316;631757;138473;805067;157.29;812114;129117;119271;693026;124542;59468;175298;179086;166342;851698;108488;562568;125.37;901193;144511;570062;Ataque01
135343;100424;945458;139961;163312;131252;786646;148802;621871;160385;616855;148127;174738;938236;179986;841939;175448;169815;139744;793146;140941;54822;120575;679143;171511;698237;Ataque01
135317;100837;967028;141.7;146123;709081;656471;143.46;795856;157319;768927;129893;173105;947059;178545;846833;175265;171879;166376;851484;108476;562856;123439;815941;154967;584574;Ataque01
135319;100911;967638;141619;141982;71588;614073;140104;824009;157768;809045;129954;135519;688747;140841;589469;175261;169505;121.23;852057;153564;563354;131664;789143;149422;588927;Ataque01
135293;100482;946421;139831;156409;475983;73.66;140065;77631;151.33;68549;130282;173285;943565;178468;824959;175289;171488;166404;851363;108.46;56268;123.8;74767;161433;631461;Ataque01
135336;996734;968067;142769;146701;108936;703921;135761;642882;154061;762536;147939;174172;627294;168866;139927;175245;167226;166438;851397;108422;563512;136085;788571;145058;591015;Ataque01
135384;995791;968152;142908;146691;109204;703531;135908;643121;154279;76196;148034;174502;693361;179758;0.662842;175198;168377;166443;851284;108428;562921;130439;76099;153462;449233;Ataque01
135242;998046;969352;142648;146792;110427;682353;138599;640724;159623;761255;148125;174945;53096;179779;454754;173251;170626;166285;77728;115987;508506;113802;739896;172208;487565;Ataque01
135085;0;970605;629478;146806;108341;681785;138495;643222;159709;760251;148003;161922;507347;167121;410887;173.3;172289;166272;77755;115973;508592;128884;737776;157338;485263;Ataque01
135266;992129;942402;140655;149282;461314;681142;138022;826041;160253;779494;128155;172851;956893;179883;84252;173323;174191;166206;77754;116.04;508486;136865;796187;143517;626867;Ataque01
135206;0;942794;60372;149002;511872;70.02;135418;830593;160.18;782299;127.65;172047;956443;179056;863169;175476;172225;158291;791812;122528;501379;130957;750793;153963;673818;Ataque01
135133;0;943621;603556;149258;468265;662106;143224;825796;162415;779685;128091;173612;56613;179386;47.32;175499;170134;164164;792816;116555;502902;124196;736285;162175;665859;Ataque01
135141;0;92115;581358;177478;417478;921294;143269;412442;168096;516078;172662;143479;718333;136.8;177502;175403;167852;139289;850774;135633;26549;122911;713964;165693;487661;Ataque01
135313;0;96761;630251;141998;742868;615061;143498;799458;157363;808794;129694;145247;509441;150524;412791;175488;168175;170535;79382;110083;548847;114842;666958;178463;516019;Ataque01
135.18;0;970015;630964;141736;776017;613115;143533;801852;155112;812049;129299;172689;94793;178104;829078;175495;172387;157884;793594;122756;54822;118238;683611;173401;519853;Ataque01
135168;0;969528;630649;141777;753115;592329;148981;799983;155123;81189;129503;173662;505508;179.06;409613;175.47;174303;139748;793658;140886;548697;118507;714561;170037;532858;Ataque01
135163;100022;948205;140363;156362;482188;716609;148935;77615;149811;686185;130198;174.67;696361;179908;0.460711;175302;172359;172078;850678;102854;608016;118424;757227;165853;668113;Ataque01
135278;0;945855;608833;163359;131101;829099;141361;623404;155987;616308;148.12;175148;652739;179563;0.874804;175515;174711;139704;793136;140982;503545;119379;777897;162831;672808;Ataque01
128066;981947;944126;142.27;155995;489899;735434;144098;773342;157567;688876;130219;174197;942516;179524;847848;175543;169705;164078;792274;116695;50207;131047;716568;157296;475495;Ataque01
144871;985949;795735;143373;153959;725052;757509;141825;777419;151522;689668;129824;172825;507427;178153;432353;175511;172078;164.19;79455;116355;503678;130915;797954;149.29;627053;Ataque01
144925;990738;773833;140757;151747;563992;751641;133521;765103;149833;733118;129301;170983;946999;178231;829265;179411;179.05;119054;875463;153.4;216435;129182;95679;135139;518751;Ataque01
144811;982916;774729;141.5;156385;532825;797018;133605;764026;144724;686819;129605;172861;508442;178145;434341;173354;174462;111.18;835343;165286;217194;128566;875022;143932;577497;Ataque01
143617;835098;774371;156734;156489;520321;797484;133673;763292;144756;686156;129692;173.38;505997;178679;43171;173346;174456;111178;834903;165332;217216;124434;874882;148078;57743;Ataque01
143642;98463;774998;141357;156339;544624;819436;131356;764158;146108;687135;129501;171818;687374;177103;592491;175494;178733;106319;857165;167965;21707;129129;95656;135215;600643;Ataque01
144.75;878997;797251;154579;153951;736182;800882;133117;779989;146468;690947;129592;171709;68.91;177172;592227;173347;176.21;111104;834381;165458;18537;136322;870364;136641;65997;Ataque01
144766;891332;797376;153349;142072;75459;698799;131024;780965;146333;809251;129457;171913;68762;179319;59.15;177.36;176452;109185;855545;165.26;217294;124.49;874192;148091;578673;Ataque01
144593;84856;798546;157631;153914;749906;794299;130574;779819;149538;690765;129.51;172082;51279;179471;418588;177333;169371;121167;853815;153452;216788;120413;753577;164.23;452964;Ataque01
144591;929563;798307;149523;154031;716405;795083;130598;777354;149525;689709;129834;173164;88229;179453;132623;177332;165298;109216;854133;165371;217406;116.72;732077;170072;630319;Ataque01
143214;108049;77816;132244;174319;127945;958765;135699;625636;155563;50702;147774;173598;730769;179192;657032;177361;165324;109182;85358;165.46;217232;116774;732388;169987;62906;Ataque01
143207;939628;77906;146352;166477;492669;859176;137827;776157;155149;585178;130078;173603;716547;179193;642659;175.13;167004;111456;830994;165445;21753;123753;747819;161465;630038;Ataque01
151.89;107776;779198;132526;166645;125928;819919;145939;627893;160417;583915;147557;174283;776099;178466;0.36016;175118;169958;123456;829952;153549;217835;128.97;734591;157571;670163;Ataque01
151867;105471;778648;134829;174.81;134854;901686;142908;619154;166398;500681;148607;175267;654465;177588;276392;174.88;169.74;123802;826153;153583;262826;125965;716331;162402;664118;Ataque01
151831;101256;751909;136356;171754;192281;102799;140464;798761;162053;411419;128689;173712;822737;179325;0.800458;170763;169959;170803;804311;108766;263359;128932;697312;161337;533616;Ataque01
127051;111.65;923684;126011;166265;269263;807251;140.67;788702;164814;631081;127934;172.12;516895;179109;405708;171056;172438;125604;80958;153438;216939;135209;742576;150533;495139;Ataque01
127064;952371;950252;145076;156.58;123164;736895;140.7;611932;160577;684663;147.27;173899;499062;178.77;404796;175106;169546;111523;832364;165241;118819;131114;832967;145589;549903;Ataque01
126.86;119209;97411;123.35;141948;73289;613858;144924;796117;155607;811695;129554;173258;936669;179109;858949;172962;167065;117987;81141;160872;118495;141588;835564;134856;547654;Ataque01
126.8;120258;952652;120076;156336;542973;716331;146274;779465;153427;686846;129.55;130928;686054;136187;592584;170916;168965;118003;811232;160874;118909;123471;833729;153156;546465;Ataque01
126795;112494;951897;127.81;156395;542185;736772;146.81;763703;149856;68844;129339;173124;687815;179405;593123;175134;176238;111431;833189;165.25;118974;124295;924269;143278;530896;Ataque01
126852;985406;90096;136576;168751;44721;991378;154376;367018;150877;403032;173168;173136;891247;179757;0.118496;173343;172397;111113;83227;165.66;18.51;121665;757424;162592;674797;Ataque01
109323;0;110159;578882;176809;152165;919547;150927;607542;148457;507795;147628;174784;513189;179825;437279;175449;172345;108951;855258;165524;148201;130798;844872;144714;666226;Ataque01
109506;151179;112411;890519;175202;663961;971427;146491;139421;162654;500698;158876;158863;37834;151326;369609;177541;169361;109012;853926;165596;193786;139375;859202;134705;668967;Ataque01
109661;140572;112275;996416;175934;849406;978664;145428;224364;167507;492007;140195;140304;260391;132911;474079;177.54;164703;109015;853899;165595;194057;143533;801175;136.35;49238;Ataque01
109709;127428;115108;115646;161015;359967;833882;144616;347278;158564;596232;175358;177094;465761;179237;11092;175476;169407;108947;854175;165636;148432;139102;815938;139304;667618;Ataque01
109586;0;112763;606941;166419;377723;821028;151997;354684;148691;564053;174948;174.91;483608;178354;407658;175482;176.43;109006;854305;165563;217538;124209;873453;148445;659912;Ataque01
109.66;101779;109.84;135491;155888;871269;118962;146783;603914;164639;231813;140167;177082;472638;177847;249326;175569;167.78;109033;854053;165562;147888;130916;794819;149602;591574;Ataque01
109534;0;109997;578472;171548;419346;103336;146918;366895;154969;387874;174695;175161;674468;179776;0.390148;175578;169406;109014;85403;165583;119619;124571;772035;158226;711513;Ataque01
109.49;101396;110074;135976;176968;151455;919672;147495;609615;143753;503423;147835;174591;495415;179706;402949;175476;173.81;108.95;854066;165643;147319;126695;795484;153756;710621;Ataque01
109.39;0;110126;57.84;171647;16587;103554;150809;595779;143645;391053;149128;176622;530389;178163;201295;175441;168.13;108981;853906;165628;193342;122331;799989;157.67;673062;Ataque01
109407;0;110138;578279;177227;162978;943633;148822;598812;144966;502561;148815;177119;47547;177649;255289;175435;168105;108.95;854368;165614;192837;125667;803816;153951;668835;Ataque01
109346;0;110073;578083;177282;161578;944445;148.83;600045;143629;503511;148525;175972;862417;178696;160286;175377;167577;108945;854662;165589;148976;137946;795183;142535;67288;Ataque01
937974;0;118181;578298;166167;153934;810549;151076;625711;146631;61183;148044;175.44;67803;179483;0.487397;175432;174048;956114;854956;178893;147932;131641;817948;146564;625897;Ataque01
109452;0;110048;578486;171319;685611;103612;146965;101613;149242;385524;158672;175771;611518;179202;101263;175491;173.92;106208;855875;168205;120809;129283;86966;143751;659338;Ataque01
125504;100672;90165;134052;168974;201422;101157;152.08;810319;160479;40597;130391;173917;799855;179252;113757;173376;166887;111123;834959;165381;119904;147735;861989;126066;540398;Ataque01
126905;109189;95077;131126;163687;133793;789131;146153;620312;159145;613351;148357;175799;623834;178897;1059;171073;167471;113554;81.11;165336;14557;130.93;797867;149283;399771;Ataque01
126.76;0;951213;603776;156621;493454;738307;144167;775865;149493;683467;130098;172714;505034;179982;412234;175147;167756;130273;830078;146719;261707;116.06;737785;170162;0.814763;Ataque01
126814;0;92456;577133;171.6;161612;103166;140458;618139;159192;408692;146892;174569;723602;178517;36107;173275;167749;168343;830425;108614;263743;115964;73849;170187;26268;Ataque01
126.82;100928;92418;136222;171249;421613;103449;140337;366294;155328;405889;172822;173929;714485;179139;177093;173202;167466;111352;832425;165405;145902;137645;798021;142553;249614;Ataque01
126.86;0;924662;577149;177027;161106;916669;144.15;644266;165749;522678;146816;175198;675348;177848;22065;175482;169855;109112;854503;165438;120156;135782;862853;137933;542148;Ataque01
117489;116658;924032;120984;164604;427159;110116;142855;380262;154961;339235;173396;174567;558485;178527;146036;175468;169977;109061;854412;165498;148301;135567;821462;142287;411532;Ataque01
125529;118982;950611;121275;175.14;656418;946093;141342;147734;155041;49909;159407;175745;170823;178.99;968729;175482;169971;106308;854739;168218;120471;128846;820695;149084;522376;Ataque01
125543;110153;950202;130079;175.48;660535;949819;141281;144434;153.39;495788;159005;177478;379295;177287;432028;175472;169832;106291;854406;168268;120549;136874;843913;138735;663932;Ataque01
126871;105045;900115;130209;154251;46093;118312;150664;39328;157173;257672;174577;175352;697014;177936;178448;175484;174266;109014;855037;165483;120637;136204;923109;131485;610448;Ataque01
125614;101035;926992;136812;171572;686136;103532;147497;123981;155325;387849;158599;175634;655074;179363;150569;175475;172.38;106309;853948;168296;11963;124299;878747;147827;827468;Ataque01
125561;115168;901043;120014;153427;718246;118.97;149844;119868;151.76;248595;159608;175338;645755;178116;215252;175442;169898;106294;852803;168426;148214;128705;777517;153543;63224;Ataque01
134655;111935;922872;125607;137048;767821;135458;152116;675383;163454;64882;152658;175165;366519;177907;436448;175456;166198;109076;852357;165688;193054;122.88;761094;161011;45511;Ataque01
134618;970709;926153;140698;155899;690379;119092;143.88;969557;158743;231577;158221;177668;417543;177348;289372;175303;165454;121245;850529;153702;265624;128009;732597;158731;628824;Ataque01
127175;934066;923224;144094;111315;879836;167845;132122;230268;166581;193925;141309;178088;375739;175155;463588;175377;169949;128.09;849997;146.91;194129;121317;77882;160801;453321;Ataque01
143.2;113511;727352;121669;153933;449362;118409;139782;38217;159269;25383;173486;175.27;686303;178147;173694;175517;174672;164161;784168;117422;539786;119.47;778586;162671;673075;Ataque01
143128;120757;752106;116846;171301;166831;103453;140239;615181;159439;405119;147472;174081;798663;179138;0.80307;175564;176878;164075;783845;117.54;538841;126009;745531;159437;549274;Ataque01
127.21;112839;923829;124704;164393;423899;112402;141.29;407097;153212;336735;173.11;174228;757967;179.03;1334;175508;171.95;108975;853299;165696;21867;131166;797021;149131;70916;Ataque01
127026;121362;952331;118769;175.18;394103;945305;141391;386654;149122;500432;174187;174974;688854;179784;152045;175478;172484;108984;854654;165551;265641;124185;92561;143254;607714;Ataque01
127.23;113781;100055;131401;158692;342025;833048;140945;344995;150374;598152;175695;177426;453125;179009;125315;177531;174422;107119;875655;165315;265881;124.36;822182;153422;629078;Ataque01
127361;114786;999274;130416;158598;342733;832261;140929;344607;150446;599141;175761;177151;475183;179249;39627;177528;178787;119093;875421;153365;265497;128904;845298;146567;625524;Ataque01
127234;128847;999739;116285;158757;166159;832994;141538;49592;142412;599323;157927;177116;475333;179195;41699;175396;176768;127755;853617;146884;26.54;124991;90201;144808;572654;Ataque01
127113;0;951254;601646;174107;143576;105473;141616;611068;150047;393076;149157;176149;569833;178629;0.363398;175225;174796;127993;85222;146785;265424;128652;89793;141555;402853;Ataque01
